path,type,size_bytes,category,component,purpose,runtime_impact,source_of_truth,last_commit,status,recommendation,sha256,snapshot_sha
aither-v2/manifests/mvp-roadmap/05-bff-api/.gitkeep,(none),0,other,bff,Purpose requires manual classification for bff,YES,YES,aacf95ae0020,Active,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/05-bff/bff-mvp.yaml,.yaml,15763,configuration,bff,Kubernetes desired-state manifest for bff,YES,YES,ba0a924ae49c,Active,KEEP,4d37457008ac6a8e11d24027b6e360af6d5615763a5a97a1785966a3d47ebb1a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/06-rate-limiting/redis-rate-limit.yaml,.yaml,1565,configuration,redis,Kubernetes desired-state manifest for redis,YES,YES,c16c0bf46f33,Active,KEEP,cd1d152c7d8b1471cd84b9ebdf6cded54e13900a4d3320c6151ba49d0420a9b8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/06-redis-rate-limit/.gitkeep,(none),0,other,redis,Purpose requires manual classification for redis,YES,YES,aacf95ae0020,Active,KEEP,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/07-auth-api/bff-auth-secret.example.yaml,.yaml,341,configuration,portal,Kubernetes Secret template for portal,YES,YES,c14167b5667e,Active,KEEP,5b7ff43c557193a85ac3b08a0cfc8d8f17fa92df68c314aba258cf7c519b45c1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/07-portal-spa/.gitkeep,(none),0,other,portal,Purpose requires manual classification for portal,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/07-portal/portal-mvp.yaml,.yaml,30850,configuration,portal,Kubernetes desired-state manifest for portal,YES,YES,03b1a1bf604f,Active,KEEP,c43310f278cd2f9f0d8463407510afe814650e37fa7ccadedddefbf3d30ce70f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/manifests/mvp-roadmap/08-monitoring/.gitkeep,(none),0,other,manifests,Purpose requires manual classification for manifests,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/release/mvp-rc1/checksums/.gitkeep,(none),0,other,release-artifacts,Purpose requires manual classification for release-artifacts,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/release/mvp-rc1/docs/.gitkeep,(none),0,other,release-artifacts,Purpose requires manual classification for release-artifacts,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/release/mvp-rc1/manifests/.gitkeep,(none),0,other,release-artifacts,Purpose requires manual classification for release-artifacts,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/release/mvp-rc1/scripts/.gitkeep,(none),0,other,release-artifacts,Purpose requires manual classification for release-artifacts,NO,NO,aacf95ae0020,Active,REVIEW,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/api-key-security.md,.md,2561,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,c9f84c07c7af60f52e5d2e5c6cba30cf3474f6252a20da7d427b501cc85a6c99,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/backend-audit.md,.md,4564,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,8d76291e162f05a5668bcd0ce329531bc21c3206532a3c29f3ea8b256406822e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/browser-e2e.md,.md,3170,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,3868c904bba1b7b8e15e3b5bc17d0caaa4b6dadbedf0f8fbd73011e0e61bc1b1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/chat-persistence.md,.md,2736,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,4e872463386a0d67eef76228cc38c8285985e16b44999893d8099104bafd5ddd,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/deployment.md,.md,2952,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,9783bcbd5198e86b8e8ab48aed8325eee949f65f150be512368e04db3f6bb017,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/frontend-audit.md,.md,4634,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,b25324eea7a7c3f42c1cf70811f4bd67d78af29773274d48049f9bae57d9d700,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/gateway-models.md,.md,3783,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,cacc8444618d49f070631b43195b87ab59f02801d4e63f80033c650a35dcfa5f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/hermes-validation.md,.md,1807,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,3e67ccc851444135e17b45703c7d4fff384481a154c6c2cac83ddda6d5f51169,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/portal-runtime.md,.md,5261,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,af0c4b9908f8d3adc786be511025101fd348ed103af1fa08cae975552c4fff69,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/root-cause-analysis.md,.md,3998,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,fbe4f8a2e75f275a923bd145043271df9155048b9d7f18f2ba1dca7864aeebbc,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/ba02r/summary.md,.md,5434,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,6a77a7c8719b,Active,KEEP,024eb3afa83ad1fe764b0957867479bc63b9b87aca121e329d8db1ce4f264ee0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/api-keys.md,.md,3132,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,2e8d25434f9e72cf26efc2a5d331fd535b178c27796017c6a6c82de259e0466c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/authentication.md,.md,2836,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,cfdf811a768a6e01f5a8e3edf678aa954d6dc1b9952e423bc2c27065724d2e2c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-api-key-isolation.md,.md,1767,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,f447895bf476a5ef45f1129d5456b8a75d70867e23b641192eef2f58aadf7bec,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-chat-persistence.md,.md,1753,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,5b84764a77951171a2288505b01d7eb3ccde4afdfafa44ccda4977f7541e00bc,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-deployment-recovery.md,.md,1284,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,dc0558feaff1b927dfb5af85edd0244236f58ac2e59c7ffdd4c0041aecc6d0fc,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-e2e-validation.md,.md,2239,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,1c7a5c99a6c0e1dbbd6fc23ffa8740e3ed23c9f6ddb9f33ecd1d9f86f652f3fd,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-final.md,.md,4894,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,b660ff3c9e36a1abcb780e56f453a9a9f3e7f2bd7b6aaf5c1fa77df0e0623cf1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-hermes-integration.md,.md,1435,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,607a9c563f81491471edcfdbac224542b6d2869e8f0465828b3ff030bb58b59b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-model-identifier-consistency.md,.md,2210,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,4b694bed7382126210f69e311dc2bd4e62aecfc2e00935df5356d0d4aee14808,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-multimodel-validation.md,.md,1968,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,68f95b9f09c457b2b42a73ea15aedac0046d1561451dfd22f7ccadd86efff3e7,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/ba02-ui-validation.md,.md,1951,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,6b243a423b4df18c269697483027f6efddcf0961d0aa7db0d151eb379e443020,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/gateway-auth-final.md,.md,2404,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,115a1f5f42222e3e404b8006df37d3f892bf901053d0b07b0b01638d3832f786,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/hermes-final.md,.md,2538,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,789d2fc8127bfcc54da0ce0712522c0c8149d19811cfefe95dd22fa704c2ac9d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/openai-api-final.md,.md,4277,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,f7152d5fad07decace9a300529f71ccef06de0bb75c2f9ca511c249ee81ad0e1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/portal-availability.md,.md,2572,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,47502e57b66d5e9c18384f7bd4cd216b0c3df02e79dd34a1191b559ab23d156a,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/beta/summary-final.md,.md,4733,other,beta-reports,Purpose requires manual classification for beta-reports,NO,NO,3e4fa6523abb,Active,KEEP,1578e050d42c5a5c1c5854651082c55392acdae1784c5db5d79cf82640080310,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/backup.md,.md,2231,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,08a0444940177eff21948298240841e7191a6eba9c500ac48f35591e474180b6,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/config-audit.md,.md,5161,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,bc69fa45512fb43d11b05d7a868eb7f7a0d892f4aac479eec3fe4489686cf677,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/healthcheck.md,.md,4060,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,987ca6394eef739f68d51b72f5495475ed036b4f262cd637ea585d320ece5400,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/load-test.md,.md,3722,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,541aaa94ab39d1989b3085bcd3358871585bf2ce6b660e1763c51d3422c342c5,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/logging.md,.md,3649,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,123fc31d7662ec11c4b9aa70adad5736b9b14fbaba40dc75d3f3cdc7d61da7a0,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/recovery.md,.md,4067,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,8cc80ea0488e5c034047e72b711844e01a7fb1634b74132e69465e6cff5d1a62,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/security.md,.md,4632,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,701be501cee77e90b24fef5a21f31693c69136904181a4d150391f973782cbec,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc1/summary.md,.md,4654,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,82e85423244c,Active,KEEP,8c4856c6d08b828487bec66c00bca0cc1c2fb303d14ac9509cf006665529dc81,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc2/openai-compatibility.md,.md,3849,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,519970f1a9e5,Active,KEEP,bb36d8eda48be80574a471617bebfd6bdf8abb283827578ea3a0e4176f50ba36,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/rc2/production-readiness.md,.md,6696,other,rc-reports,Purpose requires manual classification for rc-reports,NO,NO,519970f1a9e5,Active,KEEP,08304980e9c2786b9274ede0744e27f8d7e1d4afdc09c1790574f36de64204fc,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r1/METADATA_COMMIT_INVESTIGATION.md,.md,2254,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,630885881c8e,Evidence,KEEP,8f450e6c8f21420a8a9cdd2511b4b44bf8f631c09cfb052981a4f4b5be8d245b,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/00_EXECUTIVE_SUMMARY.md,.md,1723,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,9ebe6a61d0a3a6930d27faa227dbee8a72505d401396f83c52ab3cf46c02f0d8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/01_PREFLIGHT.txt,.txt,897,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,01f95d8e4865,Evidence,KEEP,56022bf2c8cdeb09924a599d3f50f1394a18f7c51267f919cc6d78cd7a4609b1,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/02_GENERATION_LOG.txt,.txt,583,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,92b3985f91a7c7cb66f5d99af3e15fbb1f5984aa63857d92a770a02d01903cc7,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/03_RECONCILIATION_RAW.txt,.txt,742,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,fb9ff6ce6b924ecf1fbe5bd8638b53d591d5ba8f4f02d8c3051da282a63fa021,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/04_VALIDATION_RAW.txt,.txt,796,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,da0c76b8b4266c76116546d40143d0c4e327c2fb32df5a204e8df95e46d95362,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/05_CHANGED_FILES.txt,.txt,1303,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,b2f02871a8a42ce07ed3d3ec7053ed774bae5e2cb845176d71e24773961fe942,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/06_FINAL_STATUS.md,.md,1904,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,b132395f7a8e,Evidence,KEEP,a6c59891c8ef0ae6ef962bb4d94eeb0c1e3e1a46d28009fe3f293ce9a76f855d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/07_GENERATOR_TESTS.txt,.txt,1198,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,01f95d8e4865,Evidence,KEEP,bfe6986abd95863e8e245d737e03ba8315479473610cde61d974395f7b93c429,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/08_PATH_NORMALIZATION_TESTS.txt,.txt,969,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,01f95d8e4865,Evidence,KEEP,5159e2682bd9a09158e0273193a332a15e18687cc379fe6c2ce41552ee0b8189,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r2/09_SNAPSHOT_MANIFEST.txt,.txt,468,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,12d7ac691dc03ce6b7479027195070344b49ccbe9cc54edad3553bb7dd8e6438,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r3/01_GENERATED_COMMIT_INVESTIGATION.md,.md,3316,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,bc3475b84a3d,Evidence,KEEP,62c9b3b2e9937f2331756a9ebeb2bc8b3e7e1364ed3cd90e1f98b457682e5a13,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r3/02_PREFLIGHT.txt,.txt,1939,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,bc3475b84a3d,Evidence,KEEP,5096e1842d99834206163253498e512ff1a1500e7b683b59875e2aed0fcaeff4,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r3/07_GENERATOR_TESTS.txt,.txt,1945,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,bc3475b84a3d,Evidence,KEEP,079764b7dc29fe74041ab9701529f5e0911bfe8593ce5e63a4c9b44e338b546f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a-r3/08_PATH_NORMALIZATION_TESTS.txt,.txt,1240,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,bc3475b84a3d,Evidence,KEEP,c7feb1e25d6b32e8741fede64a0b6060a1a58286e3a65f74a782326a1b28c513,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/00_EXECUTIVE_SUMMARY.md,.md,2243,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,596e62028805eb5c82c994213d1b99eff8b5a01cab7d755337b475aff4d16faf,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/01_GIT_BASELINE.txt,.txt,1729,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,2c3f742b4514fedba5eb6a33ce8197ba957262f68f01a18599926159f4cc5c2d,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/02_BRANCH_INVENTORY.txt,.txt,1201,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,140437d804695e2c8dce76a364b149c7fa1a6113d42e45513cc947366fdde114,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/03_TRACKED_FILE_LIST.txt,.txt,45079,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,b3508acf3993eb0198427b8d389faa89823b98e8c9ccdf14a95c6080898a48ed,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/04_DIRECTORY_TREE.txt,.txt,46479,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,00b7dec2c7ca30f7151cd22d5bcb8d2dbb8b66a94bc5fca18c45a8291c1ac4db,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/05_FILE_METADATA.csv,.csv,236857,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,272bac7932354913a25b16d1f55405b2eb29c72b3f625a06118b5b6888943a3f,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/06_FILE_HASHES.txt,.txt,104083,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,e3c543ac55c3,Evidence,KEEP,9e7cbb0b719249cb80f8b9548ecb8f038f5f76726e6e92de02b7bcf650632d18,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/07_DUPLICATE_SCAN.txt,.txt,1092,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,16cb910d062375397d6bbd9c7a8ee01a436f8cb2ad6857ffc0a66db831e52ba8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/08_REFERENCE_SCAN.txt,.txt,140,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,3d8d04f140511a399980345e805b7e69013fd8098a617dac567638f8c4c109db,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/09_SOURCE_OF_TRUTH_EVIDENCE.md,.md,1988,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,ca1fef08597d973ddef7cf016b06b5bb914e1841de47a1a1cd6fef4ea1276ed9,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/10_STALE_ORPHAN_EVIDENCE.md,.md,3623,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,34cd8b61abc7a6ade6442e8be03de947fea96c21040494a4187f5683e05763a8,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/11_MARKDOWN_VALIDATION.txt,.txt,733,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,f58be5e475ef35bab45025b246638c9a4f41fa40075425d45b3204cc8b92547e,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/12_SECRET_SCAN_SUMMARY.md,.md,941,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,4194f0ce080ee177624b34a7134cf436d3ce893259ee081f2206647e82f3cd2c,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/13_CHANGED_FILES.txt,.txt,4249,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,e70ef63dd3ee1e1bbb6f9bca367d4db02490b095536ed511090caf32c1af8cac,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/14_COMMANDS.log,.log,842,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,de92c87989b17b89c20534023d4dc8fd9e684d4c0e68e0284c0497cadfa49984,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/15_STAGE_U0A_FINDINGS.md,.md,2792,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,748f417aa604,Evidence,KEEP,02e85c2406a3f8ed186e6b6ef59d8a916aa671466b66dd9a7779efba216a3e37,bc3475b84a3d266f992046db125c65ed60506bd0
aither-v2/reports/stage-u0/u0-a/16_FINAL_STATUS.md,.md,2747,evidence,stage-u-reports,Stage evidence: preserves raw or analytical output,NO,NO,704bb2dcc658,Evidence,KEEP,6c21ef9962a93aa506ef27e2fd07948d024140a7f8d4faa879ec6c263238029c,bc3475b84a3d266f992046db125c65ed60506bd0
